time,b,se,variable,skill,pais,desagregacion,detalle_indicador
4,-.2103257,.092150003,Participación laboral,low,PER,Nivel educativo,Participación laboral femenina
5,-.2385253,.095561899,Participación laboral,low,PER,Nivel educativo,Participación laboral femenina
6,-.11077917,.094790891,Participación laboral,low,PER,Nivel educativo,Participación laboral femenina
7,-.12669627,.099049397,Participación laboral,low,PER,Nivel educativo,Participación laboral femenina
8,-.099532723,.094796881,Participación laboral,low,PER,Nivel educativo,Participación laboral femenina
9,-.13927279,.10353223,Participación laboral,low,PER,Nivel educativo,Participación laboral femenina
10,-.16524743,.11663393,Participación laboral,low,PER,Nivel educativo,Participación laboral femenina
-5,.034804944,.038878441,Participación laboral,low,PAN,Nivel educativo,Participación laboral femenina
-4,.035274047,.035946358,Participación laboral,low,PAN,Nivel educativo,Participación laboral femenina
-3,.019479787,.033948127,Participación laboral,low,PAN,Nivel educativo,Participación laboral femenina
-2,0,0,Participación laboral,low,PAN,Nivel educativo,Participación laboral femenina
-1,.014521502,.032502752,Participación laboral,low,PAN,Nivel educativo,Participación laboral femenina
0,-.23471193,.066228837,Participación laboral,low,PAN,Nivel educativo,Participación laboral femenina
1,-.21484062,.07074105,Participación laboral,low,PAN,Nivel educativo,Participación laboral femenina
2,-.15817486,.069653243,Participación laboral,low,PAN,Nivel educativo,Participación laboral femenina
3,-.14865428,.070622772,Participación laboral,low,PAN,Nivel educativo,Participación laboral femenina
4,-.085107163,.073897876,Participación laboral,low,PAN,Nivel educativo,Participación laboral femenina
5,-.046316221,.073750444,Participación laboral,low,PAN,Nivel educativo,Participación laboral femenina
6,-.12907425,.078461245,Participación laboral,low,PAN,Nivel educativo,Participación laboral femenina
7,-.12034185,.078149311,Participación laboral,low,PAN,Nivel educativo,Participación laboral femenina
8,-.054791812,.082896657,Participación laboral,low,PAN,Nivel educativo,Participación laboral femenina
9,-.026444804,.085293286,Participación laboral,low,PAN,Nivel educativo,Participación laboral femenina
10,-.07263229,.084824152,Participación laboral,low,PAN,Nivel educativo,Participación laboral femenina
-5,.0052472837,.0056973482,Participación laboral,low,MEX,Nivel educativo,Participación laboral femenina
-4,.0074116667,.0050511276,Participación laboral,low,MEX,Nivel educativo,Participación laboral femenina
-3,-.0013848629,.0046385094,Participación laboral,low,MEX,Nivel educativo,Participación laboral femenina
-2,0,0,Participación laboral,low,MEX,Nivel educativo,Participación laboral femenina
-1,-.001256175,.004295839,Participación laboral,low,MEX,Nivel educativo,Participación laboral femenina
0,-.25769311,.010502934,Participación laboral,low,MEX,Nivel educativo,Participación laboral femenina
1,-.19145042,.010604804,Participación laboral,low,MEX,Nivel educativo,Participación laboral femenina
2,-.1759709,.01061732,Participación laboral,low,MEX,Nivel educativo,Participación laboral femenina
3,-.1716063,.010868527,Participación laboral,low,MEX,Nivel educativo,Participación laboral femenina
4,-.16974042,.011160995,Participación laboral,low,MEX,Nivel educativo,Participación laboral femenina
5,-.18028532,.0116751,Participación laboral,low,MEX,Nivel educativo,Participación laboral femenina
6,-.18629003,.012294176,Participación laboral,low,MEX,Nivel educativo,Participación laboral femenina
7,-.14875747,.013135663,Participación laboral,low,MEX,Nivel educativo,Participación laboral femenina
8,-.16843095,.014245577,Participación laboral,low,MEX,Nivel educativo,Participación laboral femenina
9,-.15296948,.015365382,Participación laboral,low,MEX,Nivel educativo,Participación laboral femenina
10,-.13284492,.016963527,Participación laboral,low,MEX,Nivel educativo,Participación laboral femenina
-5,-.0070369928,.029268386,Participación laboral,low,ECU,Nivel educativo,Participación laboral femenina
-4,.017082132,.02646308,Participación laboral,low,ECU,Nivel educativo,Participación laboral femenina
-3,-.0010155977,.024327489,Participación laboral,low,ECU,Nivel educativo,Participación laboral femenina
-2,0,0,Participación laboral,low,ECU,Nivel educativo,Participación laboral femenina
-1,.0084081814,.022281261,Participación laboral,low,ECU,Nivel educativo,Participación laboral femenina
0,-.2759437,.047514081,Participación laboral,low,ECU,Nivel educativo,Participación laboral femenina
1,-.19787222,.048365802,Participación laboral,low,ECU,Nivel educativo,Participación laboral femenina
2,-.21325496,.049129825,Participación laboral,low,ECU,Nivel educativo,Participación laboral femenina
3,-.15839881,.048695914,Participación laboral,low,ECU,Nivel educativo,Participación laboral femenina
4,-.14496791,.048154458,Participación laboral,low,ECU,Nivel educativo,Participación laboral femenina
5,-.19210958,.050557341,Participación laboral,low,ECU,Nivel educativo,Participación laboral femenina
6,-.15870731,.0530301,Participación laboral,low,ECU,Nivel educativo,Participación laboral femenina
7,-.15391998,.052897856,Participación laboral,low,ECU,Nivel educativo,Participación laboral femenina
8,-.14425802,.057869595,Participación laboral,low,ECU,Nivel educativo,Participación laboral femenina
9,-.14278877,.063384533,Participación laboral,low,ECU,Nivel educativo,Participación laboral femenina
10,-.14608257,.070098631,Participación laboral,low,ECU,Nivel educativo,Participación laboral femenina
-5,-.005893724,.042662166,Participación laboral,low,CRI,Nivel educativo,Participación laboral femenina
-4,.029947437,.038926706,Participación laboral,low,CRI,Nivel educativo,Participación laboral femenina
-3,-.00096162845,.036614224,Participación laboral,low,CRI,Nivel educativo,Participación laboral femenina
-2,0,0,Participación laboral,low,CRI,Nivel educativo,Participación laboral femenina
-1,-.011135871,.035729121,Participación laboral,low,CRI,Nivel educativo,Participación laboral femenina
0,-.27888948,.059502684,Participación laboral,low,CRI,Nivel educativo,Participación laboral femenina
1,-.28316647,.059373409,Participación laboral,low,CRI,Nivel educativo,Participación laboral femenina
2,-.22450337,.060267862,Participación laboral,low,CRI,Nivel educativo,Participación laboral femenina
3,-.23245515,.06447041,Participación laboral,low,CRI,Nivel educativo,Participación laboral femenina
4,-.23513271,.064936325,Participación laboral,low,CRI,Nivel educativo,Participación laboral femenina
5,-.25476027,.069240138,Participación laboral,low,CRI,Nivel educativo,Participación laboral femenina
6,-.28820822,.069272444,Participación laboral,low,CRI,Nivel educativo,Participación laboral femenina
7,-.2494626,.076462291,Participación laboral,low,CRI,Nivel educativo,Participación laboral femenina
8,-.21032231,.080024295,Participación laboral,low,CRI,Nivel educativo,Participación laboral femenina
9,-.23830615,.080652416,Participación laboral,low,CRI,Nivel educativo,Participación laboral femenina
10,-.15494689,.085644625,Participación laboral,low,CRI,Nivel educativo,Participación laboral femenina
-5,.011585216,.0088253748,Participación laboral,low,COL,Nivel educativo,Participación laboral femenina
-4,.00068152708,.0076738214,Participación laboral,low,COL,Nivel educativo,Participación laboral femenina
-3,.0030049176,.0069007603,Participación laboral,low,COL,Nivel educativo,Participación laboral femenina
-2,0,0,Participación laboral,low,COL,Nivel educativo,Participación laboral femenina
-1,.0014978035,.0061625442,Participación laboral,low,COL,Nivel educativo,Participación laboral femenina
0,-.30482113,.01594401,Participación laboral,low,COL,Nivel educativo,Participación laboral femenina
1,-.1836285,.016302757,Participación laboral,low,COL,Nivel educativo,Participación laboral femenina
2,-.14191021,.016567849,Participación laboral,low,COL,Nivel educativo,Participación laboral femenina
3,-.12041342,.01747001,Participación laboral,low,COL,Nivel educativo,Participación laboral femenina
4,-.10766935,.018359222,Participación laboral,low,COL,Nivel educativo,Participación laboral femenina
5,-.10462295,.019608788,Participación laboral,low,COL,Nivel educativo,Participación laboral femenina
6,-.10193624,.021108162,Participación laboral,low,COL,Nivel educativo,Participación laboral femenina
7,-.10790334,.023337798,Participación laboral,low,COL,Nivel educativo,Participación laboral femenina
8,-.10308522,.02717476,Participación laboral,low,COL,Nivel educativo,Participación laboral femenina
9,-.092187263,.031526014,Participación laboral,low,COL,Nivel educativo,Participación laboral femenina
10,-.10427444,.043071453,Participación laboral,low,COL,Nivel educativo,Participación laboral femenina
-5,.0031100805,.013281955,Participación laboral,low,CHL,Nivel educativo,Participación laboral femenina
-4,-.0002258608,.011963538,Participación laboral,low,CHL,Nivel educativo,Participación laboral femenina
-3,-.0039957091,.011021589,Participación laboral,low,CHL,Nivel educativo,Participación laboral femenina
-2,0,0,Participación laboral,low,CHL,Nivel educativo,Participación laboral femenina
-1,-.0097129671,.010149872,Participación laboral,low,CHL,Nivel educativo,Participación laboral femenina
0,-.24418552,.030283617,Participación laboral,low,CHL,Nivel educativo,Participación laboral femenina
1,-.28021601,.028097939,Participación laboral,low,CHL,Nivel educativo,Participación laboral femenina
2,-.20764315,.026496053,Participación laboral,low,CHL,Nivel educativo,Participación laboral femenina
3,-.18762745,.026519857,Participación laboral,low,CHL,Nivel educativo,Participación laboral femenina
4,-.20515724,.027217805,Participación laboral,low,CHL,Nivel educativo,Participación laboral femenina
5,-.18373564,.02751638,Participación laboral,low,CHL,Nivel educativo,Participación laboral femenina
6,-.17201045,.026953271,Participación laboral,low,CHL,Nivel educativo,Participación laboral femenina
7,-.13257901,.027845269,Participación laboral,low,CHL,Nivel educativo,Participación laboral femenina
8,-.16009542,.029245678,Participación laboral,low,CHL,Nivel educativo,Participación laboral femenina
9,-.14779539,.030533703,Participación laboral,low,CHL,Nivel educativo,Participación laboral femenina
10,-.13565652,.032185689,Participación laboral,low,CHL,Nivel educativo,Participación laboral femenina
-5,.0055166828,.0043952269,Participación laboral,low,BRA,Nivel educativo,Participación laboral femenina
-4,.0022402194,.0041045952,Participación laboral,low,BRA,Nivel educativo,Participación laboral femenina
-3,.00054793741,.003926957,Participación laboral,low,BRA,Nivel educativo,Participación laboral femenina
-2,0,0,Participación laboral,low,BRA,Nivel educativo,Participación laboral femenina
-1,-.0034024145,.0037818882,Participación laboral,low,BRA,Nivel educativo,Participación laboral femenina
0,-.27398422,.011540907,Participación laboral,low,BRA,Nivel educativo,Participación laboral femenina
1,-.23633055,.011677559,Participación laboral,low,BRA,Nivel educativo,Participación laboral femenina
2,-.18232033,.011844422,Participación laboral,low,BRA,Nivel educativo,Participación laboral femenina
3,-.15949069,.011975274,Participación laboral,low,BRA,Nivel educativo,Participación laboral femenina
4,-.15061575,.012365162,Participación laboral,low,BRA,Nivel educativo,Participación laboral femenina
5,-.13424522,.013168086,Participación laboral,low,BRA,Nivel educativo,Participación laboral femenina
6,-.13087936,.013506254,Participación laboral,low,BRA,Nivel educativo,Participación laboral femenina
7,-.13462792,.014156885,Participación laboral,low,BRA,Nivel educativo,Participación laboral femenina
8,-.13903478,.015061831,Participación laboral,low,BRA,Nivel educativo,Participación laboral femenina
9,-.11435417,.014974861,Participación laboral,low,BRA,Nivel educativo,Participación laboral femenina
10,-.11343895,.015887218,Participación laboral,low,BRA,Nivel educativo,Participación laboral femenina
-5,-.0066945897,.060386661,Participación laboral,low,BOL,Nivel educativo,Participación laboral femenina
-4,-.050169311,.056650467,Participación laboral,low,BOL,Nivel educativo,Participación laboral femenina
-3,-.0091033289,.051513731,Participación laboral,low,BOL,Nivel educativo,Participación laboral femenina
-2,0,0,Participación laboral,low,BOL,Nivel educativo,Participación laboral femenina
-1,-.036955219,.04914505,Participación laboral,low,BOL,Nivel educativo,Participación laboral femenina
0,-.35635418,.087994047,Participación laboral,low,BOL,Nivel educativo,Participación laboral femenina
1,-.32332,.089266725,Participación laboral,low,BOL,Nivel educativo,Participación laboral femenina
2,-.24564481,.094337054,Participación laboral,low,BOL,Nivel educativo,Participación laboral femenina
3,-.21499522,.08853206,Participación laboral,low,BOL,Nivel educativo,Participación laboral femenina
4,-.30472073,.09203057,Participación laboral,low,BOL,Nivel educativo,Participación laboral femenina
5,-.25255749,.093153834,Participación laboral,low,BOL,Nivel educativo,Participación laboral femenina
6,-.33726382,.10558283,Participación laboral,low,BOL,Nivel educativo,Participación laboral femenina
7,-.16049597,.1040483,Participación laboral,low,BOL,Nivel educativo,Participación laboral femenina
8,-.15250446,.10032797,Participación laboral,low,BOL,Nivel educativo,Participación laboral femenina
9,-.24849457,.10080287,Participación laboral,low,BOL,Nivel educativo,Participación laboral femenina
10,-.16497034,.095902354,Participación laboral,low,BOL,Nivel educativo,Participación laboral femenina
-5,-.0058647264,.020703336,Participación laboral,low,ARG,Nivel educativo,Participación laboral femenina
-4,.015964475,.018456098,Participación laboral,low,ARG,Nivel educativo,Participación laboral femenina
-3,.009388621,.017002147,Participación laboral,low,ARG,Nivel educativo,Participación laboral femenina
-2,0,0,Participación laboral,low,ARG,Nivel educativo,Participación laboral femenina
-1,-.0023036194,.015382305,Participación laboral,low,ARG,Nivel educativo,Participación laboral femenina
0,-.2410941,.031536076,Participación laboral,low,ARG,Nivel educativo,Participación laboral femenina
1,-.20904861,.032194708,Participación laboral,low,ARG,Nivel educativo,Participación laboral femenina
2,-.2235606,.033802863,Participación laboral,low,ARG,Nivel educativo,Participación laboral femenina
3,-.2576392,.035771545,Participación laboral,low,ARG,Nivel educativo,Participación laboral femenina
4,-.22999935,.037890464,Participación laboral,low,ARG,Nivel educativo,Participación laboral femenina
5,-.23499443,.041759409,Participación laboral,low,ARG,Nivel educativo,Participación laboral femenina
6,-.21538562,.043092221,Participación laboral,low,ARG,Nivel educativo,Participación laboral femenina
7,-.25902507,.046954323,Participación laboral,low,ARG,Nivel educativo,Participación laboral femenina
8,-.20196316,.049180988,Participación laboral,low,ARG,Nivel educativo,Participación laboral femenina
9,-.24346706,.056323923,Participación laboral,low,ARG,Nivel educativo,Participación laboral femenina
10,-.22117288,.070061907,Participación laboral,low,ARG,Nivel educativo,Participación laboral femenina
-5,15.828162,3.7450097,Ingreso laboral,high,LATAM,Nivel educativo,Ingreso laboral total
-4,11.103699,3.498862,Ingreso laboral,high,LATAM,Nivel educativo,Ingreso laboral total
-3,7.0346761,3.2562714,Ingreso laboral,high,LATAM,Nivel educativo,Ingreso laboral total
-2,0,0,Ingreso laboral,high,LATAM,Nivel educativo,Ingreso laboral total
-1,-9.1922121,3.1247087,Ingreso laboral,high,LATAM,Nivel educativo,Ingreso laboral total
0,-146.87421,8.994998,Ingreso laboral,high,LATAM,Nivel educativo,Ingreso laboral total
1,-145.58824,9.8991003,Ingreso laboral,high,LATAM,Nivel educativo,Ingreso laboral total
2,-158.69894,10.079028,Ingreso laboral,high,LATAM,Nivel educativo,Ingreso laboral total
3,-157.79848,10.43555,Ingreso laboral,high,LATAM,Nivel educativo,Ingreso laboral total
4,-173.03311,11.347762,Ingreso laboral,high,LATAM,Nivel educativo,Ingreso laboral total
5,-183.22908,12.223062,Ingreso laboral,high,LATAM,Nivel educativo,Ingreso laboral total
6,-205.53,13.11713,Ingreso laboral,high,LATAM,Nivel educativo,Ingreso laboral total
7,-236.27805,13.018835,Ingreso laboral,high,LATAM,Nivel educativo,Ingreso laboral total
8,-225.59773,15.348407,Ingreso laboral,high,LATAM,Nivel educativo,Ingreso laboral total
9,-244.54396,16.773684,Ingreso laboral,high,LATAM,Nivel educativo,Ingreso laboral total
10,-263.13788,20.018398,Ingreso laboral,high,LATAM,Nivel educativo,Ingreso laboral total
-5,.010261175,.0022801403,Empleo,high,LATAM,Nivel educativo,Empleado
-4,.0038541867,.0020550448,Empleo,high,LATAM,Nivel educativo,Empleado
-3,.0023618646,.0018865357,Empleo,high,LATAM,Nivel educativo,Empleado
-2,0,0,Empleo,high,LATAM,Nivel educativo,Empleado
-1,-.0045055607,.0016914874,Empleo,high,LATAM,Nivel educativo,Empleado
0,-.13426051,.0052559935,Empleo,high,LATAM,Nivel educativo,Empleado
1,-.12641932,.0052452385,Empleo,high,LATAM,Nivel educativo,Empleado
2,-.11194132,.0052762483,Empleo,high,LATAM,Nivel educativo,Empleado
3,-.10778724,.0053995354,Empleo,high,LATAM,Nivel educativo,Empleado
4,-.11235303,.0056934399,Empleo,high,LATAM,Nivel educativo,Empleado
5,-.10664716,.0059486949,Empleo,high,LATAM,Nivel educativo,Empleado
6,-.1125579,.0064220927,Empleo,high,LATAM,Nivel educativo,Empleado
7,-.12174077,.0069688703,Empleo,high,LATAM,Nivel educativo,Empleado
8,-.12011844,.0075373752,Empleo,high,LATAM,Nivel educativo,Empleado
9,-.12415355,.0082159648,Empleo,high,LATAM,Nivel educativo,Empleado
10,-.13666461,.0095026037,Empleo,high,LATAM,Nivel educativo,Empleado
-5,.0084585706,.0020310152,Participación laboral,high,LATAM,Nivel educativo,Participación laboral femenina
-4,.0036548111,.0018300897,Participación laboral,high,LATAM,Nivel educativo,Participación laboral femenina
-3,.0012641036,.0016753704,Participación laboral,high,LATAM,Nivel educativo,Participación laboral femenina
-2,0,0,Participación laboral,high,LATAM,Nivel educativo,Participación laboral femenina
-1,-.0042449017,.001489947,Participación laboral,high,LATAM,Nivel educativo,Participación laboral femenina
0,-.14549309,.0050126375,Participación laboral,high,LATAM,Nivel educativo,Participación laboral femenina
1,-.12227289,.0048724236,Participación laboral,high,LATAM,Nivel educativo,Participación laboral femenina
2,-.10769276,.0048643155,Participación laboral,high,LATAM,Nivel educativo,Participación laboral femenina
3,-.10533609,.0049773208,Participación laboral,high,LATAM,Nivel educativo,Participación laboral femenina
4,-.11175343,.0052770851,Participación laboral,high,LATAM,Nivel educativo,Participación laboral femenina
5,-.10850756,.0055425693,Participación laboral,high,LATAM,Nivel educativo,Participación laboral femenina
6,-.11420653,.0059956801,Participación laboral,high,LATAM,Nivel educativo,Participación laboral femenina
7,-.12301462,.0065226876,Participación laboral,high,LATAM,Nivel educativo,Participación laboral femenina
8,-.11954711,.0070409724,Participación laboral,high,LATAM,Nivel educativo,Participación laboral femenina
9,-.12214489,.0076725879,Participación laboral,high,LATAM,Nivel educativo,Participación laboral femenina
10,-.13542925,.0089449016,Participación laboral,high,LATAM,Nivel educativo,Participación laboral femenina
-5,.38176212,2.1987767,Ingreso laboral,low,LATAM,Nivel educativo,Ingreso laboral total
-4,.39989051,2.1175656,Ingreso laboral,low,LATAM,Nivel educativo,Ingreso laboral total
-3,-.1322757,1.9822395,Ingreso laboral,low,LATAM,Nivel educativo,Ingreso laboral total
-2,0,0,Ingreso laboral,low,LATAM,Nivel educativo,Ingreso laboral total
-1,-2.4864383,1.9899319,Ingreso laboral,low,LATAM,Nivel educativo,Ingreso laboral total
0,-87.896683,5.3539362,Ingreso laboral,low,LATAM,Nivel educativo,Ingreso laboral total
1,-88.465912,3.7273085,Ingreso laboral,low,LATAM,Nivel educativo,Ingreso laboral total
2,-79.989685,3.9114027,Ingreso laboral,low,LATAM,Nivel educativo,Ingreso laboral total
3,-82.030098,4.0333595,Ingreso laboral,low,LATAM,Nivel educativo,Ingreso laboral total
4,-81.29982,3.9968877,Ingreso laboral,low,LATAM,Nivel educativo,Ingreso laboral total
5,-82.392693,4.1798191,Ingreso laboral,low,LATAM,Nivel educativo,Ingreso laboral total
6,-78.99247,4.4250493,Ingreso laboral,low,LATAM,Nivel educativo,Ingreso laboral total
7,-75.849564,4.7007427,Ingreso laboral,low,LATAM,Nivel educativo,Ingreso laboral total
8,-79.091377,4.787365,Ingreso laboral,low,LATAM,Nivel educativo,Ingreso laboral total
9,-71.138,5.0626073,Ingreso laboral,low,LATAM,Nivel educativo,Ingreso laboral total
10,-66.176781,6.1232924,Ingreso laboral,low,LATAM,Nivel educativo,Ingreso laboral total
-5,.0068542981,.0031221379,Empleo,low,LATAM,Nivel educativo,Empleado
-4,.0050233565,.0028375213,Empleo,low,LATAM,Nivel educativo,Empleado
-3,.00011443668,.0026494281,Empleo,low,LATAM,Nivel educativo,Empleado
-2,0,0,Empleo,low,LATAM,Nivel educativo,Empleado
-1,-.002263925,.0024853954,Empleo,low,LATAM,Nivel educativo,Empleado
0,-.23879233,.0062086829,Empleo,low,LATAM,Nivel educativo,Empleado
1,-.19968061,.0063132131,Empleo,low,LATAM,Nivel educativo,Empleado
2,-.16990393,.0063657369,Empleo,low,LATAM,Nivel educativo,Empleado
3,-.15014187,.0065076896,Empleo,low,LATAM,Nivel educativo,Empleado
4,-.14676511,.0066961213,Empleo,low,LATAM,Nivel educativo,Empleado
5,-.14066505,.0070317625,Empleo,low,LATAM,Nivel educativo,Empleado
6,-.1456981,.0073172823,Empleo,low,LATAM,Nivel educativo,Empleado
7,-.12535712,.0077244374,Empleo,low,LATAM,Nivel educativo,Empleado
8,-.13706183,.0082889283,Empleo,low,LATAM,Nivel educativo,Empleado
9,-.12569059,.0087193744,Empleo,low,LATAM,Nivel educativo,Empleado
10,-.12181769,.0095078973,Empleo,low,LATAM,Nivel educativo,Empleado
-5,.0065922802,.0029816092,Participación laboral,low,LATAM,Nivel educativo,Participación laboral femenina
-4,.0053467914,.0027144447,Participación laboral,low,LATAM,Nivel educativo,Participación laboral femenina
-3,.00027832543,.0025395064,Participación laboral,low,LATAM,Nivel educativo,Participación laboral femenina
-2,0,0,Participación laboral,low,LATAM,Nivel educativo,Participación laboral femenina
-1,-.0018052852,.0023837048,Participación laboral,low,LATAM,Nivel educativo,Participación laboral femenina
0,-.26480234,.0062224912,Participación laboral,low,LATAM,Nivel educativo,Participación laboral femenina
1,-.20538165,.006270831,Participación laboral,low,LATAM,Nivel educativo,Participación laboral femenina
2,-.1711885,.006277944,Participación laboral,low,LATAM,Nivel educativo,Participación laboral femenina
3,-.15799519,.0064007584,Participación laboral,low,LATAM,Nivel educativo,Participación laboral femenina
4,-.1531104,.0065788701,Participación laboral,low,LATAM,Nivel educativo,Participación laboral femenina
5,-.14977966,.0069111404,Participación laboral,low,LATAM,Nivel educativo,Participación laboral femenina
6,-.15209273,.0071927207,Participación laboral,low,LATAM,Nivel educativo,Participación laboral femenina
7,-.13472223,.0075979102,Participación laboral,low,LATAM,Nivel educativo,Participación laboral femenina
8,-.14508809,.0081636384,Participación laboral,low,LATAM,Nivel educativo,Participación laboral femenina
9,-.13322033,.0085679302,Participación laboral,low,LATAM,Nivel educativo,Participación laboral femenina
10,-.12978169,.0093664667,Participación laboral,low,LATAM,Nivel educativo,Participación laboral femenina
